stop_id,stop_name,stop_desc
2198,Gola de Puchol (IV),AV  S/N - VALÈNCIA
2200,Pinars (impar) - El Saler,AV  FTE. 10 - VALÈNCIA
2201,Carrera del Riu (impar) - Camping Valencia,CRA RIU  DEL S/N FTE. CAMPING VALENCIA - VALÈNCIA
2202,Carrera del Riu (impar) - Coll Vert,CRA RIU  DEL S/N FTE. COLL VERT - VALÈNCIA
2203,Carrera del Riu - Montanyars,CRA RIU  DEL S/N ROTONDA - VALÈNCIA
2205,Albufera - Pl. de la Sequiota,C  2 - VALÈNCIA
2206,Pl. Amèrica - Navarro Reverter,AV NAVARRO REVERTER 24 - VALÈNCIA
2207,Carrera del Riu (par) - Rotonda Autovia,CRA RIU  DEL FTE 257 - VALÈNCIA
2208,Carrera del Riu (impar) - Rotonda Autovia,CRA RIU  DEL 232 - VALÈNCIA
2210,Sant Vicent Màrtir - Ànimes,C SAN VICENTE MARTIR 63-65-67 - VALÈNCIA
2213,Aragó (impar) - Blasco Ibáñez,AV ARAGÓN 35 - VALÈNCIA
2214,Mercat Central - Llotja,PL CIUDAD DE BRUJAS 2 ACC. - VALÈNCIA
2215,Joaquín Benlloch - Bulevard Sud,C INGENIERO JOAQUÍN BENLLOCH S/N BULEVAR - VALÈNCIA
2218,Centelles - Filipines,C CENTELLES  LOS 64-62 - VALÈNCIA
2220,Pl. de l'Ajuntament - Mercat Central - Llotja,PL AYUNTAMIENTO 9 (DAVANT) ILLETA - VALÈNCIA
2223,Tetuan,PL TETUAN 3 - VALÈNCIA
2224,Ignacio de Zuloaga - Castell de Pop,C  28 - VALÈNCIA
2225,Camí Nou de Paterna - Aldaia,CAMI PATERNA (CNO. NUEVO) 161 (DAVANT) - BENIMÀMET
2226,Campament - Canonge Fenollera,C CAMPAMENTO  DEL 61 - BENIMÀMET
2229,Estació del Cabanyal,C MARINO BLAS DE LEZO 12ACC - VALÈNCIA
223,General Elío - Blasco Ibáñez,C GENERAL ELIO 2 - VALÈNCIA
2230,Camp de Túria - Palau de Congressos,C CAMP DEL TURIA 2ACC - VALÈNCIA
2231,Alboraia - Pintor Vilar,C ALBORAYA 24-26 - VALÈNCIA
2232,Alboraia - Jaca,C ALBORAYA 44 ACC. - VALÈNCIA
2233,Almassora - Argenter Suàrez,C ALMAZORA 56 (DAVANT) - VALÈNCIA
2234,Almassora - Pintor Vilar,C ALMAZORA 16ACC (DAV) - VALÈNCIA
2235,Actor Antonio Ferrandis (par) - Centre Comercial,AV  S/N (C.C.SALER) - VALÈNCIA
2236,Actor Antonio Ferrandis (par) - General Urrutia,AV  4 - VALÈNCIA
2238,Actor Antonio Ferrandis (par) - Font de St. Lluís,AV  S/N (COL.LEGI) - VALÈNCIA
2239,Actor Antonio Ferrandis (impar) - Font de St. Lluís,AV  S/N (FRONT COL.LEGI) - VALÈNCIA
224,General Elío - Vivers,C GENERAL ELIO REIXA VIVERS - VALÈNCIA
2241,Actor Antonio Ferrandis (impar) - General Urrutia,AV  4 (DAVANT) - VALÈNCIA
2242,Actor Antonio Ferrandis (impar) - Centre Comercial,AV  S/N (C.C.SALER DAVANT) - VALÈNCIA
2243,Tres Creus - Campos Crespo,AV TRES CRUCES S/N (CARRIL BUS) - VALÈNCIA
2244,Tres Creus - Arxiduc Carles,AV TRES CRUCES 54 (CARRIL BUS) - VALÈNCIA
2245,Tres Creus - Marià de Càvia,AV TRES CRUCES S/N (CARRIL BUS) - VALÈNCIA
2246,Mare Nostrum - Alboran,AV MARE NOSTRUM 31 - ALBORAIA
2247,Mare Nostrum - la Patacona,AV MARE NOSTRUM 56 - ALBORAIA
2248,Blasco Ibáñez - la Patacona,C  S/N - ALBORAIA
2249,Casa Misericòrdia (impar) - Escultor Salzillo,C CASA MISERICORDIA 11ACC - VALÈNCIA
225,Cardenal Benlloch - Ciutat de Mula,AV CARDENAL BENLLOCH 99 - VALÈNCIA
226,Cardenal Benlloch - Ernest Ferrer,AV CARDENAL BENLLOCH 69 - VALÈNCIA
2262,Palmaret (par) - Montcada,AV PALMARET  DEL S/N - CARPESA
2263,Marcos Sopena - Eugènia Viñes,C DOCTOR MARCOS SOPENA S/N (FGV) - VALÈNCIA
2266,Fra Juníper Serra (par) - Torrent,C  52 - VALÈNCIA
2267,Fra Juníper Serra - Tres Forques,C  80 - VALÈNCIA
227,Ernest Ferrer - Polo y Peyrolón,C ERNESTO FERRER 13 - VALÈNCIA
2273,Oltà - Joaquín Benlloch,C OLTA 40 - VALÈNCIA
229,Cardenal Benlloch (impar) - Port,AV CARDENAL BENLLOCH 5 - VALÈNCIA
230,Eduard Boscà - Passeig de l'Albereda,C EDUARDO BOSCA 32 - VALÈNCIA
231,Eduard Boscà - Balears,C EDUARDO BOSCA 31 - VALÈNCIA
238,Dr. Peset Aleixandre - Joan XXIII,AV DOCTOR PESET ALEIXANDRE 94 - VALÈNCIA
24,la Malva-rosa - Sant Rafael,AV MALVARROSA 57 - VALÈNCIA
242,Dr. Peset Aleixandre - Guardacostes,AV DOCTOR PESET ALEIXANDRE 105 - VALÈNCIA
243,Dr. Peset Aleixandre - Camí de Montcada,AV DOCTOR PESET ALEIXANDRE 71 - VALÈNCIA
244,Dr. Peset Aleixandre - Constitució,AV DOCTOR PESET ALEIXANDRE 5 - VALÈNCIA
246,Constitució - Duc de Mandas,AV CONSTITUCION 216 - VALÈNCIA
247,Constitució - Sant Joan de la Penya,AV CONSTITUCION 256 - VALÈNCIA
248,Constitució - Sant Miquel dels Reis,AV CONSTITUCION 282 - VALÈNCIA
249,Constitució (par) - Campaneta,AV CONSTITUCION 332 - VALÈNCIA
25,la Malva-rosa - Sant Joan de Deu,AV MALVARROSA 39 - VALÈNCIA
250,Constitució (par) - Tavernes Blanques,AV CONSTITUCION 360 - VALÈNCIA
257,Constitució (impar) - Tavernes Blanques,AV CONSTITUCION 355 - VALÈNCIA
258,Constitució (impar) - Campaneta,AV CONSTITUCION 311 - VALÈNCIA
259,Constitució - Camí Àngel,AV CONSTITUCION 273 - VALÈNCIA
26,la Malva-rosa - Riu Tajo,AV MALVARROSA 21 - VALÈNCIA
268,Joan XXIII (par) - Dr. Marco Merenciano,AV JUAN XXIII 10 - VALÈNCIA
272,Sant Doménec Savio - Mestre Marçal,C SANTO DOMINGO SAVIO 13 - VALÈNCIA
273,Sant Doménec Savio - Constitució,C SANTO DOMINGO SAVIO 5 - VALÈNCIA
279,Camí de Montcada - Dr. Peset Aleixandre,CAMI MONCADA 50 - VALÈNCIA
280,Camí de Montcada (par) - Cambrils,CAMI MONCADA 92 - VALÈNCIA
281,Camí de Montcada (par) - Alemany,CAMI MONCADA 121 (DAVANT) - VALÈNCIA
282,Camí de Montcada - Entrada Camí Carpesa,CAMI MONCADA 188 - VALÈNCIA
283,Camí de Montcada - Poble Nou,CAMI MONCADA 218 - VALÈNCIA
284,Camí de Montcada - Casa d'Àngel,CAMI MONCADA 260 - VALÈNCIA
285,Cami de Montcada - Alqueria Ballester,CAMI MONCADA 328 - VALÈNCIA
286,Camí de Montcada (par) - Matador,CAMI MONCADA 382 (ENTRADA BORBOTÓ) - VALÈNCIA
290,Palmaret - Reverend J. Valero,AV PALMARET  DEL 103 - CARPESA
291,Camí de Montcada (par) - Alqueria Senent,CTRA BENIFARAIG A MONCADA S/N - VALÈNCIA
292,Benifaraig a Montcada - Casa Silvestre,CAMI MONCADA S/N (SILVESTRE) - VALÈNCIA
296,Benifaraig a Montcada - Boquera,CTRA BENIFARAIG A MONCADA S/N - VALÈNCIA
297,Camí de Montcada (impar) - Alqueria Senent,CAMI MONCADA S/N - VALÈNCIA
299,Camí de Montcada (impar) - Matador,CAMI MONCADA A BORBOTÓ - VALÈNCIA
300,Camí de Montcada - Alqueria Paella,CAMI MONCADA 313 - VALÈNCIA
301,Camí de Montcada - Ctra. Daniel,CAMI MONCADA 247 - VALÈNCIA
302,Camí de Montcada - Camí a Poble Nou,CAMI MONCADA 217 - VALÈNCIA
303,Camí de Montcada - Ctra. Carpesa,CAMI MONCADA 181 - VALÈNCIA
304,Camí de Montcada (impar) - Alemany,CAMI MONCADA 123 - VALÈNCIA
305,Camí de Montcada (impar) - Cambrils,CAMI MONCADA 96 (DAVANT) - VALÈNCIA
306,Camí de Montcada - Dr. Marco Merenciano,CAMI MONCADA 61 - VALÈNCIA
307,Burjassot - Mondúver,AV BURJASOT 130 - VALÈNCIA
308,Burjassot - Pintor Matarana,AV BURJASOT 186 - VALÈNCIA
309,Burjassot - Salvador Tuset,AV BURJASOT 230 - VALÈNCIA
310,Louis Braille - Betxí,C LUIS BRAILLE 2 - VALÈNCIA
311,Sant Josep Artesà - Luis Martí Alegre,AV SAN JOSE ARTESANO 16 - VALÈNCIA
314,Louis Braille - Burjassot,C LUIS BRAILLE 2 (DAVANT) - VALÈNCIA
318,Dr. Nicasi Benlloch - General Avilés,C DOCTOR NICASIO BENLLOCH ILLETA EIXIDA TÚNEL - VALÈNCIA
319,Campanar - Dr. Nicasi Benlloch,AV CAMPANAR 1 - VALÈNCIA
321,Sagunt - Sant Guillem,C SAGUNTO 58 ACC - VALÈNCIA
322,Sagunt - Fra Pere Vives,C SAGUNTO 110 - VALÈNCIA
323,Sagunt - Pare Urbà,C SAGUNTO 168 - VALÈNCIA
324,Sagunt - Don Bosco,C SAGUNTO 192 - VALÈNCIA
325,Constitució - Dr. Peset Aleixandre,AV CONSTITUCION 127 - VALÈNCIA
326,Constitució - Xest,AV CONSTITUCION 85 - VALÈNCIA
327,Constitució - Sarrión,AV CONSTITUCION 39 - VALÈNCIA
328,Constitució - Màlaga,AV CONSTITUCION 27 - VALÈNCIA
329,Constitució - Pla de la Saïdia,AV CONSTITUCION ILLETA SAÏDIA - VALÈNCIA
330,Burjassot - Màlaga,AV BURJASOT 26 - VALÈNCIA
331,Burjassot - Reus,AV BURJASOT 56 - VALÈNCIA
333,Burjassot - Dr. Peset Aleixandre,AV BURJASOT 114 - VALÈNCIA
334,Camí de Montcada - Economista Gay,CAMI MONCADA 35 - VALÈNCIA
337,Dr. Moliner - Arts Gràfiques,C DOCTOR MOLINER 10 - VALÈNCIA
338,Sant Pius V - Alboraia,C SAN PIO V 3 - VALÈNCIA
339,la Plata - Sapadors,AV PLATA  DE  LA 59 - VALÈNCIA
341,Cronista Rivelles - Santa Amàlia,C CRONISTA RIVELLES 1 FGV - VALÈNCIA
342,Guadalaviar - Sagunt,C GUADALAVIAR 2 - VALÈNCIA
343,Pla de la Saïdia - Constitució,C LLANO DE LA ZAIDIA 2 - VALÈNCIA
344,Pla de la Saïdia - Burjassot,C LLANO DE LA ZAIDIA 18 - VALÈNCIA
345,Menéndez Pidal (par) - Pare Ferrís,AV MENENDEZ PIDAL 2 - VALÈNCIA
346,Menéndez Pidal - Estació d'autobusos,AV MENENDEZ PIDAL 14 - VALÈNCIA
347,Menéndez Pidal - Passarel.la,AV MENENDEZ PIDAL PETRIL RIU - VALÈNCIA
348,Menéndez Pidal - Estació d'autobusos (riu),AV MENENDEZ PIDAL 14 (DAVANT RIU) - VALÈNCIA
349,Menéndez Pidal (impar) - Pare Ferrís,AV MENENDEZ PIDAL 1 (DAVANT) - VALÈNCIA
350,Pla de la Saïdia - Pont Sant Josep,C LLANO DE LA ZAIDIA 18 (DAVANT) - VALÈNCIA
351,Pla de la Saïdia (riu) - Constitució,C LLANO DE LA ZAIDIA 13 (DAVANT) - VALÈNCIA
352,Guadalaviar - Pont dels Serrans,C GUADALAVIAR 2 (DAVANT) - VALÈNCIA
353,Dr. Nicasi Benlloch - Alcubles,C DOCTOR NICASIO BENLLOCH 3 - VALÈNCIA
354,Pare Ferrís - Joaquím Ballester,C PADRE FERRIS 41 - VALÈNCIA
358,Joaquím Ballester (par) - Ricardo Micó,C JOAQUÍN BALLESTER DAVANT JARDÍ - VALÈNCIA
359,Joaquím Ballester - Campanar,C JOAQUÍN BALLESTER 45 (LA FE) - VALÈNCIA
361,Joaquím Ballester (impar) - Ricardo Micó,C JOAQUÍN BALLESTER JARDÍ - VALÈNCIA
362,Professor Beltrán Báguena - J.Ballester,C PROFESOR BELTRAN BAGUENA 4 - VALÈNCIA
364,Campanar - Ricardo Micó,AV CAMPANAR 19 - VALÈNCIA
367,Campanar - Joan Pau II,AV CAMPANAR 102 - VALÈNCIA
368,Campanar - Tirso de Molina,AV CAMPANAR 128 - VALÈNCIA
370,Campanar - Pius XII,AV CAMPANAR 27 - VALÈNCIA
371,Pius XII - Menéndez Pidal,AV PIO XII 2 - VALÈNCIA
372,Pius XII - Campanar,AV PIO XII 28 - VALÈNCIA
373,Pius XII (par) - Monestir de Poblet,AV PIO XII 34 - VALÈNCIA
375,Corts Valencianes - Davant Esc. Prof. Sant Josep,AV CORTS VALENCIANES 6 (ACCÉS) - VALÈNCIA
376,Corts Valencianes (par) - la Safor,AV CORTS VALENCIANES 22 - VALÈNCIA
381,Mossén Miguel Tarin (impar) - Carretera de Paterna,C PARROCO MIGUEL TARIN 49 - BENIMÀMET
382,Mossén Miguel Tarin (impar) - Miquel Agraït,C PARROCO MIGUEL TARIN 25 - BENIMÀMET
383,Dr. Soriano Benlloch - Rafael Tenes Escrich,C DOCTOR SORIANO BENLLOCH 2 - BENIMÀMET
384,Lluís Cano,PL LUIS CANO 6 (DAVANT) - BENIMÀMET
385,Campament - Felipe Valls,C CAMPAMENTO  DEL 8 - BENIMÀMET
386,Campament (par) - Joaquín Marín,C CAMPAMENTO  DEL 55 - BENIMÀMET
387,Polvorí - Sinarques,C SENDA DEL POLVORIN DAVANT HOTEL - BENIMÀMET
388,Fires - Senda del Polvorí,AV FERIAS  DE LAS 2 (jto.Hotel) - BENIMÀMET
389,Alginet - Algemesí,C ALGINET 4 - PATERNA (Terramelar)
390,Almassora - Terramelar,C ALMASSORA 1 - PATERNA (Terramelar)
391,Alginet - Alcossebre,C ALGINET 11 - PATERNA (Terramelar)
392,Fires - Fira de Mostres,AV FERIAS  DE LAS PORTA PRINCIPAL - BENIMÀMET
393,Polvorí - Velòdrom Lluis Puig,C SENDA DEL POLVORIN 24 (DAVANT) - BENIMÀMET
394,Polvorí - Campament,C SENDA DEL POLVORIN HOTEL - BENIMÀMET
395,Campament (impar) - Joaquín Marín,C CAMPAMENTO  DEL 53 - BENIMÀMET
396,Pintor Garnelo - Campament,C PINTOR GARNELO 3 - BENIMÀMET
397,Felipe Valls - Lluís Cano,C FELIPE VALLS 59 - BENIMÀMET
399,Mossén Miguel Tarin (par) - Miquel Agraït,C PARROCO MIGUEL TARIN 16 - BENIMÀMET
400,Mossén Miguel Tarin (par) - Carretera de Paterna,C PARROCO MIGUEL TARIN 38 - BENIMÀMET
403,Corts Valencianes - l'Alt Maestrat,AV CORTS VALENCIANES S/N (CARRIL BUS) (IMPAR) - VALÈNCIA
405,Corts Valencianes - Esc. Prof. de Sant Josep,AV CORTS VALENCIANES 1 - VALÈNCIA
407,Pius XII - Bisbe Soler,AV PIO XII 17 - VALÈNCIA
409,Pius XII - Tirso de Molina,AV PIO XII 1 - VALÈNCIA
415,Vall de la Ballestera (par) - Mestre Rodrigo,C VALLE DE LA BALLESTERA 34 - VALÈNCIA
419,Manuel de Falla - Mestre Rodrigo,AV MANUEL DE FALLA 1 - VALÈNCIA
420,Manuel de Falla - Professor López Ibor,AV MANUEL DE FALLA S/N - VALÈNCIA
422,Mestre Rodrigo - Manuel de Falla,AV MAESTRO RODRIGO 13 - VALÈNCIA
425,Pérez Galdós - Castan Tobeñas,AV PEREZ GALDOS 137 - VALÈNCIA
426,Pérez Galdós - Torres Torres,AV PEREZ GALDOS 117 - VALÈNCIA
427,Pérez Galdós - Salvador Ferrandis Luna,AV PEREZ GALDOS 95 - VALÈNCIA
428,Llorca - Pérez Galdós,C LORCA 4 - VALÈNCIA
432,Pérez Galdós - Lladró i Mallí,AV PEREZ GALDOS 5 - VALÈNCIA
434,Giorgeta - Ctra. D'Escrivà,AV GIORGETA JARDÍ - VALÈNCIA
436,Giorgeta - Roís de Corella,AV GIORGETA 39 - VALÈNCIA
439,Pérez Galdós - Conca,AV PEREZ GALDOS 30 - VALÈNCIA
44,Pintor Ferrandis - Progrés,C PINTOR FERRANDIS 31 - VALÈNCIA
441,Pérez Galdós - Calixt III,AV PEREZ GALDOS 88 - VALÈNCIA
442,Pérez Galdós - Mestre Guerrero,AV PEREZ GALDOS 120 - VALÈNCIA
443,Pérez Galdós - Dr. Zamenhof,AV PEREZ GALDOS 128 - VALÈNCIA
444,Castan Tobeñas - Baladre,C CASTAN TOBEÑAS 18 - VALÈNCIA
445,Joan XXIII - Periodista Gil Sumbiela,AV JUAN XXIII 29 - VALÈNCIA
446,Castan Tobeñas - Velázquez,C CASTAN TOBEÑAS 48 - VALÈNCIA
45,Pintor Ferrandis - Josep Benlliure,C PINTOR FERRANDIS 30 - VALÈNCIA
450,Sant Antoni - La Senyera,AV SAN ANTONIO 14 - MISLATA
451,Sant Antoni - Mare de Déu dels Desamparats,AV SAN ANTONIO 68 - MISLATA
452,Sant Antoni - Túria,AV SAN ANTONIO 100 - MISLATA
454,Sant Antoni - José Pomer,AV SAN ANTONIO 93 - MISLATA
455,Sant Antoni - Marcos Porta,AV SAN ANTONIO 61 - MISLATA
456,Sant Antoni - Major,AV SAN ANTONIO 3 - MISLATA
46,Pintor Ferrandis - Àngels,C PINTOR FERRANDIS 4 - VALÈNCIA
467,Blasco Ibáñez - Gregori Gea,AV BLASCO IBAÑEZ 30 - MISLATA
47,Església dels Àngels - Pintor Ferrandis,PL IGLESIA DE LOS ANGELES 2 (DAVANT JARDÍ) - VALÈNCIA
472,Petxina - Racó d'Ademús,PSEG PECHINA 71 - VALÈNCIA
473,Brasil - Velàzquez,C BRASIL 71 - VALÈNCIA
474,Brasil - Francisco Moreno Usedo,C BRASIL 37 - VALÈNCIA
475,Brasil - Artur Piera,C BRASIL 3 - VALÈNCIA
481,Linares - Pérez Galdós,C LINARES 4 - VALÈNCIA
482,Cid - Germans Rivas,AV CID S/N (JUNT L TOTANA) - VALÈNCIA
483,Cid - Burgos,AV CID 76 - VALÈNCIA
484,Cid - Passatge Vidal,AV CID 108 - VALÈNCIA
485,Cid - Nou d'Octubre,AV CID S/N (JARDÍ 9 D'OCTUBRE) - VALÈNCIA
486,Cid - Particular,AV CID 152 (SEAT) - VALÈNCIA
487,Cid - Eduard Marquina,AV CID 160 - VALÈNCIA
488,Cid - Marcelino Oreja,AV CID 180 - VALÈNCIA
493,Joan Baptista Comes - Antonio Machado,C JUAN BAUTISTA COMES 8 - VALÈNCIA
495,Cid - Marconi,AV CID 85 - VALÈNCIA
496,Cid - Hospital,AV CID 65 - VALÈNCIA
498,Tres Creus (carril bus) - Rei Saud,AV TRES CRUCES 14 (CARRIL BUS) - VALÈNCIA
50,Reina - Columbretes,C REINA (C.) 97 - VALÈNCIA
500,Escultor Salzillo - Casa de la Misericòrdia,C ESCULTOR SALZILLO 10 - VALÈNCIA
501,Colònia Esp. de Mèxic - Casa de la Misericòrdia,PL COLONIA ESPAÑOLA DE MEJICO 5 (IMPAR)(HORARI COL.LEGI) - VALÈNCIA
504,Tres Creus - Àngel del Alcázar,AV TRES CRUCES 7 - VALÈNCIA
506,Cid - Josep Maestre,AV CID 51 - VALÈNCIA
507,Cid - Santa Cruz de Tenerife,AV CID 41 - VALÈNCIA
508,Cid - Ènguera,AV CID JARDÍ ENGUERA - VALÈNCIA
509,Arxiduc Carles - Xiva,C ARCHIDUQUE CARLOS 8 - VALÈNCIA
510,Arxiduc Carles - Énguera,C ARCHIDUQUE CARLOS 41 (DAVANT) - VALÈNCIA
511,Tres Forques (par) - Arxiduc Carles,C TRES FORQUES 77 (DAVANT) - VALÈNCIA
512,Tres Forques - Santa Cruz de Tenerife,C TRES FORQUES 82 - VALÈNCIA
513,Tres Forques - Josep Maestre,C TRES FORQUES 98 - VALÈNCIA
514,Tres Creus (carril bus) - Llombai,AV TRES CRUCES 49 (ACCÉS CARRIL BUS) - VALÈNCIA
515,Tres Creus (carril bus) - Músic Ayllón,AV TRES CRUCES 31 (CARRIL BUS) - VALÈNCIA
524,José Andreu Alabarta - Mariano de Cavia,C JOSE ANDREU ALABARTA 35 - VALÈNCIA
525,José Andreu Alabarta - Professor Àngel Lacalle,C JOSE ANDREU ALABARTA 13 - VALÈNCIA
529,Tres Forques - Emili Lluch,C TRES FORQUES 125 - VALÈNCIA
530,Tres Forques - Mare de Déu de la Cabeça,C TRES FORQUES 99 (ACCÉS) - VALÈNCIA
531,Tres Forques (impar) - Arxiduc Carles,C TRES FORQUES 77 - VALÈNCIA
532,Tres Forques - Churat i Saurí,C TRES FORQUES 33 - VALÈNCIA
533,Tres Forques - Pérez Galdós,C TRES FORQUES 3 - VALÈNCIA
534,Tres Forques - Xiva,C TRES FORQUES 10 - VALÈNCIA
535,Tres Forques - Mestre Bellver,C TRES FORQUES 46 - VALÈNCIA
538,Arxiduc Carles (par) - Fra Juníper Serra,C ARCHIDUQUE CARLOS 68 - VALÈNCIA
539,Arxiduc Carles - Puebla Valverde,C ARCHIDUQUE CARLOS 82 - VALÈNCIA
54,Mercat el Cabanyal - Martí Grajales,C MARINO SIRERA 16 - VALÈNCIA
540,Camí nou de Picanya - Tres Creus,CAMI PICAñA (CNO. NUEVO) 2 - VALÈNCIA
543,Arxiduc Carles - Músic Gomis,C ARCHIDUQUE CARLOS 133 - VALÈNCIA
544,Arxiduc Carles - Fra Juníper Serra,C ARCHIDUQUE CARLOS 111 - VALÈNCIA
545,Arquitecte Segura de Lago - Prof. Àngel Lacalle,C ARQUITECTO SEGURA DE LAGO 6 - VALÈNCIA
546,Jesús - Callosa d'en Sarrià,C JESUS 94 - VALÈNCIA
548,Jesús (Plaça) - Beat Nicolau Factor,C JESUS 12 (PLAÇA) - VALÈNCIA
549,Beat Nicolau Factor - Lladró i Mallí,C BEATO NICOLAS FACTOR 20 - VALÈNCIA
550,Humanista Mariner - Beat Nicolau Factor,C HUMANISTA MARINER 4 - VALÈNCIA
551,Fontanars dels Alforins - Humanista Mariner,C FONTANARES 41 - VALÈNCIA
552,Pius XI - Manuel Simó,C PIO XI 3 - VALÈNCIA
554,Conca - Mossén Fenollar,C CUENCA 97 - VALÈNCIA
555,Conca - Pérez Galdós,C CUENCA 71 - VALÈNCIA
557,Gaspar Aguilar - Jesús,AV GASPAR AGUILAR 2 - VALÈNCIA
559,Gaspar Aguilar - Fontanars dels Alforins,AV GASPAR AGUILAR 30 - VALÈNCIA
563,Gaspar Aguilar -Crematorio,AV GASPAR AGUILAR 159 (DAVANT) - VALÈNCIA
564,Sant Doménec de Guzman - Cementeri,PL SANTO DOMINGO DE GUZMAN S/N - VALÈNCIA
571,Gaspar Aguilar - Calvo Acacio,AV GASPAR AGUILAR 73 - VALÈNCIA
575,Sant Vicent Màrtir - Dolores Alcaide,C SAN VICENTE MARTIR 238 - VALÈNCIA
576,Sant Vicent Màrtir - Joaquín Navarro,C SAN VICENTE MARTIR 278 - VALÈNCIA
577,Sant Vicent Màrtir - Primer de Maig,C SAN VICENTE MARTIR 340 - VALÈNCIA
578,Sant Vicent Màrtir - Enginyer Josep Sirera,C SAN VICENTE MARTIR 412 - VALÈNCIA
579,Sant Vicent Màrtir (par) - Arquebisbe Olaechea,C SAN VICENTE MARTIR 438 - VALÈNCIA
58,Manuel Soto Enginyer - Estació,AV INGENIERO MANUEL SOTO 11 - VALÈNCIA
580,José Soto Micó - Alcalà de Xivert,C JOSE SOTO MICO 22 - VALÈNCIA
581,Real de Madrid - Carretera d'Alba,AV REAL DE MADRID 26 - VALÈNCIA
582,Real de Madrid - Algar del Palància,AV REAL DE MADRID 52 - VALÈNCIA
583,Real de Madrid (par) - Eduardo Dato,AV REAL DE MADRID 100 - VALÈNCIA
585,Guadalquivir - Forn d'Alcedo,C GUADALQUIVIR 32 - FORN D'ALCEDO
586,Manuel Iranzo - Real de Madrid,C MANUEL IRANZO 1 - VALÈNCIA
588,Real de Madrid - Hellín,AV REAL DE MADRID 39 - VALÈNCIA
589,Real de Madrid - Concepción Arenal,AV REAL DE MADRID 15 - VALÈNCIA
59,Manuel Soto Enginyer - Comandància Marina,AV INGENIERO MANUEL SOTO 13 - VALÈNCIA
590,José Soto Micó - Síndic Mojolí,C JOSE SOTO MICO 41 - VALÈNCIA
591,Sant Vicent Màrtir (impar) - Arquebisbe Olaechea,C SAN VICENTE MARTIR 371 - VALÈNCIA
592,Sant Vicent Màrtir - Rambleta,C SAN VICENTE MARTIR 315-317 - VALÈNCIA
593,Sant Vicent Màrtir - Altamira,C SAN VICENTE MARTIR 289 - VALÈNCIA
594,Sant Vicent Màrtir - Fernández de Mesa,C SAN VICENTE MARTIR 300 (DAVANT) - VALÈNCIA
595,Sant Vicent Màrtir - Millars,C SAN VICENTE MARTIR 211 - VALÈNCIA
596,Peris i Valero - Ausiàs March,AV PERIS Y VALERO 36 - VALÈNCIA
598,Peris i Valero - Sapadors,AV PERIS Y VALERO 84 - VALÈNCIA
599,Peris i Valero - Bisbe Jaume Pérez,AV PERIS Y VALERO 136 - VALÈNCIA
60,Manuel Soto Enginyer - Pont de les Drassanes,AV INGENIERO MANUEL SOTO 18 - VALÈNCIA
600,Peris i Valero - Pere Aleixandre,AV PERIS Y VALERO 156 - VALÈNCIA
602,Mestre Racional - Regne de València,C MESTRE RACIONAL 5 - VALÈNCIA
603,Maties Perelló - Lluis de Santangel,C MATIAS PERELLO 41 - VALÈNCIA
604,Maties Perelló - Mestre Aguilar,C MATIAS PERELLO 7 - VALÈNCIA
605,dels Centelles - Sueca,C CENTELLES  LOS 32 - VALÈNCIA
606,Filipines - Manuel Sanchis Guarner,C FILIPINAS BARDISSA CENTRAL - VALÈNCIA
609,Malilla - Pianista Empar Iturbi,CTRA MALILLA 6 - VALÈNCIA
61,Major de Natzaret - Vilanova i Piera,C MAYOR DE NAZARET 32 - VALÈNCIA
610,Malilla - Oltà,CTRA MALILLA 26 - VALÈNCIA
611,Malilla (par) - Illa Cabrera,CTRA MALILLA 78 - VALÈNCIA
612,Malilla (par) - Illa Formentera,CTRA MALILLA 100 - VALÈNCIA
62,Major de Natzaret - Moraira,C MAYOR DE NAZARET S/N (DAVANT MERCAT) - VALÈNCIA
620,Joaquín Benlloch - Illa Cabrera,C INGENIERO JOAQUÍN BENLLOCH 73 - VALÈNCIA
621,Joaquín Benlloch - Oltà,C INGENIERO JOAQUÍN BENLLOCH 41 - VALÈNCIA
622,Joaquín Benlloch - Pianista Empar Iturbi,C INGENIERO JOAQUÍN BENLLOCH 21 - VALÈNCIA
623,Pianista Empar Iturbi - Ausiàs March,C PIANISTA AMPARO ITURBI 80 - VALÈNCIA
625,Fonteta Sant Lluís - Lleó XIII,CRA FUENTE DE SAN LUIS 18 - VALÈNCIA
626,Fonteta Sant Lluís - Dr. Waksman,CRA FUENTE DE SAN LUIS 40 - VALÈNCIA
627,Fonteta Sant Lluís - Bèrnia,CRA FUENTE DE SAN LUIS 70 - VALÈNCIA
628,Fonteta Sant Lluís - Algímia d'Alfara,CRA FUENTE DE SAN LUIS 104 - VALÈNCIA
630,Fonteta Sant Lluís - Ebenista Caselles,CRA FUENTE DE SAN LUIS 114 ACC - VALÈNCIA
631,Fonteta Sant Lluís - Riu Sec,CRA FUENTE DE SAN LUIS 142 - VALÈNCIA
632,Gravador Jordán - Alabau i Arce,C GRABADOR JORDAN 46 - VALÈNCIA
634,Gravador Jordán - Escultor Pastor,C GRABADOR JORDAN 46 (DAVANT) - VALÈNCIA
635,Gravador Jordán - Riu Sec,C GRABADOR JORDAN 11 - VALÈNCIA
636,Fonteta Sant Lluís (impar) - Àngel Villena,CRA FUENTE DE SAN LUIS 136 (DAVANT) - VALÈNCIA
